BookID,Title,Authors,Category,Price,Quantity
483,Many Waters,"By L'Engle, Madeleine",,5.29,8.0
484,The Last Debate:  A Novel of Politics and Journalism,"By Lehrer, James, Smith, Peter (EDT), and Osnos, Peter"," Fiction , Political",4.99,8.0
485,"Parents in Charge: Setting Healthy, Loving Boundaries for You and Your Child","By Chidekel, Dana"," Family & Relationships , Parenting , General",5.29,8.0
486,Prep (Junior Library Guild Selection),"By Coburn, Jake"," Young Adult Fiction , Social Themes , Friendship",5.29,8.0
487,This Lullaby,"By Dessen, Sarah"," Young Adult Fiction , Social Themes , Friendship",4.99,8.0
488,"No mean city,: An inquiry into civic greatness,","By McKeldin, Theodore R",,10.1,8.0
489,ROLLING THUNDER: Jet Combat From WW II to the Gulf War,"By Rendall, Ivan"," Technology & Engineering , Military Science",5.41,8.0
490,The Everything Cover Letter Book (Everything),"By Graber, Steven and Lipsman, Mark"," Business & Economics , General",5.35,8.0
491,"Norman Mark's Chicago: Walking, bicycling & driving tours of the city","By Mark, Norman",,8.85,8.0
492,Believing in Jesus,"By Foley, Leonard",,5.29,7.0
493,Irish Druids and Old Irish Religions,"By Bonwick, James"," Religion , Ethnic & Tribal",4.99,7.0
494,Eat Smart for a Healthy Heart Cookbook,"By Cooley, Denton A., M.D. and Moore, Carolyn E."," Cooking , Health & Healing , General",6.12,7.0
495,I Can Print A to Z (Wipe-off Activity Book--Reusable),By Enterprises Incorporated Trend,,5.29,7.0
496,1-2-3 Murals: Simple Murals to Make from Children's Open-Ended Art,"By Warren, Jean",,5.29,7.0
497,A Book of Americans,"By Benet, Rosemary",,15.4,7.0
498,The Pleasures of Watching Birds,"By Oberman, Lola and Swan, Joy (ILT)"," Science , General",5.29,7.0
499,Young Men and Fire,"By MacLean, Norman"," Nature , Plants , Trees",4.99,7.0
500,The Heritage of British Literature,"By Bowen, Elizabeth",,10.99,7.0
501,Creating Sanctuary: A New Approach to Gardening in the Washington Metropolitan Area,"By Mitchell, Sherry"," Gardening , Landscape",5.29,7.0
502,Spain (Culture Shock! A Survival Guide to Customs & Etiquette),"By Graff, Marie Louise"," Travel , Europe , Spain & Portugal",7.29,7.0
503,The Metropolitan Museum of Art: The Cloisters; the Building and the Collection of Medieval Art in Fort Tryon Park,By James Joseph Rorimer,,4.99,7.0
504,Second Treatise of Government,By John Locke,,5.29,7.0
505,Worldwide Wonders,"By Harris, Tina",,5.29,7.0
506,Essential History of Art,By Editor,,8.79,7.0
507,Where to Find It in the Bible: The Ultimate A to Z Resource,By Ken Anderson,,8.79,7.0
508,"The German Panzers, from Mark I to Mark V ""Panther"" - Armor Series 2","By Feist, Uwe",,26.29,7.0
509,What Makes a Goya a Goya?,"By Muhlberger, Richard"," Young Adult Nonfiction , Art , General",4.99,7.0
510,How to Be Your Dog's Best Friend: A Training Manual for Dog Owners,"By Monks, New Skete",,5.29,7.0
511,Let Freedom Ring: Winning the War of Liberty over Liberalism,"By Hannity, Sean"," Political Science , Terrorism",4.99,7.0
512,When All Hell Breaks Loose,"By Spencer, Camika"," Fiction , Humorous , General",5.29,7.0
513,"Gorgias (The Penguin Classics, L94)","By Plato and Hamilton, Walter"," Philosophy , General",5.29,7.0
514,Quiet Times for Couples,"By Wright, H. Norman"," Religion , Devotional",5.41,7.0
515,"Herds of Thunder, Manes of Gold","By Coville, Bruce",,5.29,7.0
516,Transitions: Making Sense of Life's Changes,"By Bridges, William"," Psychology , Developmental , Lifespan Development",4.99,7.0
517,Beginner's Guide to Golf,"By Lumb, Nick"," Sports & Recreation , Golf",10.99,7.0
518,"I am the fox,",By Winifred Van Etten,,146.13,7.0
519,Secretaries of war and secretaries of the army: Portraits & biographical sketches (CMH pub),"By Bell, William Gardner",,4.99,7.0
520,A Contest of Faiths: Missionary Women and Pluralism in the America Southwest,"By Yohn, Susan M."," Religion , General",4.99,7.0
521,The Single Parent's Money Guide,"By Card, Emily and Kelly, Christie Watts"," Business & Economics , Personal Finance , General",4.99,7.0
522,F2f,"By Finch, Phillip"," Fiction , General",4.99,7.0
523,Freud's Wishful Dream Book,"By Welsh, Alexander"," Literary Collections , American , General",18.0,7.0
524,Ingenious Inventions of Domestic Utility,"By Bragdon, Allen D.",,5.29,7.0
525,Complete Idiot's Guide to Parenting Your Teenager (The Complete Idiot's Guide),"By Kelly, Kate"," Social Science , Sociology , Marriage & Family",5.29,7.0
526,The Antiques Care & Repair Handbook,"By Jackson, Albert and Day, David"," Antiques & Collectibles , Care & Restoration",4.99,7.0
527,Great Pyramid: Its Secrets & Mysteries Revealed,"By Smyth, Charles Piazzi"," History , World",6.36,7.0
528,Holy War Inc. Inside the Secret World of Osama Bin Laden,"By Bergen, Peter L."," Political Science , International Relations , General",4.99,7.0
529,Flavor,"By DiSpirito, Rocco, Leutwyler, Henry, and Sherer, Kris"," Cooking , Courses & Dishes , General",7.45,7.0
530,Cinderella Cinderella Mini Book: Mini version (Fay's Fairy Tales),"By Wegman, William, Kismaric, Carole, and Heiferman, Marvin"," Juvenile Fiction , Fairy Tales & Folklore , General",5.29,7.0
531,After the Boxes Are Unpacked,"By Miller, Susan"," Religion , Christian Living , Women's Interests",4.99,7.0
532,The Big Book of Gardening Skills,By Gardenway Book (EDT)," Gardening , Reference",10.99,7.0
533,Eakins,"By Schendler, Sylvan",,6.83,7.0
534,Race relations (Prentice-Hall sociology series),"By Kitano, Harry H. L.",,4.99,7.0
535,The Washington ethnic food store guide,"By Lawson, Jim C",,12.99,7.0
536,Reflections in a Glass Eye: Works from the International Center of Photography Collection,"By International Center of Photography (PHT), Hollander, Anne (EDT), Handy, Ellen (EDT), and Handy, Ellen"," Photography , General",8.08,7.0
537,Getting Started in Powerboating,"By Armstrong, Bob"," Sports & Recreation , Boating",5.29,7.0
538,Worth the Fighting For: A Memoir,"By McCain, John and Salter, Mark"," Biography & Autobiography , Political",4.99,7.0
539,Red Dragon Rising: Communist China's Military Threat to America,"By Timperlake, Edward and Triplett, William C., II"," Political Science , International Relations , General",4.99,7.0
540,All the Way Home,"By Giff, Patricia Reilly"," Juvenile Fiction , Family , General",5.29,7.0
541,Totline 123 Rhymes Stories & Songs ~ Open-Ended Language (1-2-3 Series) Ages 3-6,"By Warren, Jean",,5.29,7.0
542,"Pineapples, Penguins and Pagodas (Kids' Stuff)","By Keeling, Jan (EDT) and Jinkins, Barbara"," Travel , Essays & Travelogues",5.29,7.0
543,The Book of Ch'I: Harnessing the Healing Forces of Energy,"By Wildish, Paul"," Religion , Spirituality",13.98,7.0
544,Being Little in Cambridge When Everyone Else Was Big,"By Abbott, Eleanor Hallowell",,29.29,6.0
545,The Hero Within,"By Pearson, Carol S.",,5.29,6.0
546,Western,"By Yerby, Frank"," Fiction , General",16.16,6.0
547,Numbers (Wipe-Off Activity Books),By,,5.29,6.0
548,Baroque Painting (Barron's Art Handbooks: Yellow Series),By Parramon's Editorial Team (COR)," Art , History , General",5.29,6.0
549,"More Ghosts of Gettysburg: Spirits, Apparitions and Haunted Places of the Battlefield","By Nesbitt, Mark V."," History , United States , Civil War Period (1850-1877)",4.99,6.0
550,Pierre Franey's Cooking In America,"By Franey, Pierre, Jarrett, Lauren (ILT), and Flaste, Richard"," Cooking , Regional & Ethnic , American , General",5.29,6.0
551,Greek Art (New Revised Edition),"By Boardman, John",,5.29,6.0
552,Utopia (Crofts Classics),"By More, Thomas, Sir, Saint and Ogden, H. V. S. (EDT)"," History , United States , General",5.29,6.0
553,Bias: A CBS Insider Exposes How the Media Distort the News,"By Goldberg, Bernard"," Performing Arts , Business Aspects",4.99,6.0
554,Plain and Simple: A Woman's Journey to the Amish,"By Bender, Sue"," Religion , Christianity , Amish",5.29,6.0
555,Twentieth-century art from the Nelson Aldrich Rockefeller collection,"By LIEBERMAN, Nelson A",,49.97,6.0
556,7 Simple Steps to Unclutter Your Life,"By Smallin, Donna"," Self-help , Self-Management , Stress Management",5.29,6.0
557,Virginia trout streams: A guide to fishing the Blue Ridge watershed,"By Slone, Harry",,5.29,6.0
558,How to Fool Fish With Feathers: The Incompleat Guide to Fly-Fishing,"By MacNelly, Jeff and Margolis, Jon"," Humor , General",5.29,6.0
559,Tom Brown's Schooldays (Oxford World's Classics),"By Sanders, Andrew, Hughes, Arthur, and Hughes, Thomas"," Juvenile Fiction , Classics",4.99,6.0
560,Metamorphoses (Oxford World's Classics),"By Ovid, Melville, A. D. (TRN), and Kenney, E. J. (INT)"," Poetry , European , General",4.99,6.0
561,Germinal (Oxford World's Classics),"By Zola, Emile, Collier, Peter (TRN), and Lethbridge, Robert (TRN)"," Fiction , Classics",5.29,6.0
562,The California Coastal Resource Guide,"By California Coastal Commission, Caughman, Madge, and Ginsberg, Joanne S."," Nature , Reference",10.99,6.0
563,Tools and Gadgets (Historic Communities (Paperback)),"By Kalman, Bobbie"," Juvenile Nonfiction , Lifestyles , Farm & Ranch Life",5.29,6.0
564,Matilda,"By Gallico, Paul",,16.76,6.0
565,The Ultimate Book Of Paint Effects,"By Salli Brand, Jullie Collins, Catherine Cumming, Tricia Greening, Katrina Hall, Frances Halliday, Clare Louise Hunt, Joanna Jones, Lawrence Llewelyn Bo",,8.79,6.0
566,Where No One Has Gone Before: A History in Pictures (Star Trek),"By Dillard, J. M. and Dillar, J. M."," Fiction , Science Fiction , General",8.29,6.0
567,Superdog: Raising the Perfect Canine Companion,"By Fox, Michael W."," Pets , Dogs , General",5.29,6.0
568,Football America: Celebrating Our National Passion,"By Barber, Phil and Didinger, Ray"," Sports & Recreation , Football",7.62,6.0
569,In Our Own Image: Building an Artificial Person,"By Caudill, Maureen",,4.99,6.0
570,Death and Deconstruction,"By Fleming, Anne"," Fiction , General",4.99,6.0
571,1990 BEST-RECIPES YEARBOOK,"By ""Better Homes and Gardens""",,5.76,6.0
572,People of the High Plateau,"By Berman, Carl",,10.99,6.0
573,"The Education of the Heart: Readings and Sources for Care of the Soul, Soul Mates, and The Re-Enchantment of Everyday Life","By Moore, Thomas (EDT)"," Religion , General",5.29,6.0
574,Legends: Conversations With Baseball Greats,"By Rust, Art and Marley, Michael"," Biography & Autobiography , General",6.23,6.0
575,Out to Canaan (Book 4 of the Mitford Years),"By Karon, Jan"," Fiction , Religious",4.99,6.0
576,Management and Organizational Behavior,"By Hunsaker, Phillip L., Cook, Curtis W., and Coffey, Robert E."," Business & Economics , Management",7.27,6.0
577,"What Every Woman Needs to Know about Menopause: The Years Before, During, and After","By Minkin, Mary Jane, M.D. and Wright, Carol V."," Medical , General",10.99,6.0
578,Garfield Book of Cat Names,"By Davis, Jim and Wallace, Carol"," Humor , Topic , Animals",5.29,6.0
579,Introductory clinical pharmacology,By Jeanne C Scherer,,5.37,5.0
580,"Decorating with Wreaths, Garlands, Topiaries & Bouquets","By Mays, Steven (PHT) and Sterbenz, Carol Endler",,4.99,5.0
581,Prince Charles,"By Brown, Michele",,5.29,5.0
582,Laura Ashley Color: Using Color to Decorate Your Home,"By Berry, Susan, Laura Ashley (Firm) (COR), Ashley, Laura, and Kuscenko, Valerie (EDT)",,7.13,5.0
583,"Shark Tank: Greed, Politics, and the Collapse of Finley Kumble, One of America's Largest Law Firms","By Eisler, Kim Isaac"," Law , Legal Profession",5.29,5.0
584,Antiques as an Investment,"By Rush, Richard H.",,8.79,5.0
585,"The Real War on Crime: Report of the National Criminal Justice Commission, The","By National Criminal Justice Commission (U. S.) (COR) and Donziger, Steven A. (EDT)"," Political Science , General",5.29,5.0
586,Ernie And His Merry Monsters (Sesame Street Good-Night Stories),By Michaela Muntean,,5.29,5.0
587,"The Quarterlifer's Companion : How to Get on the Right Career Path, Control Your Finances, and Find the Support Network You Need to Thrive","By Wilner, Abby and Stocker, Catherine"," Self-help , General",5.29,5.0
588,Leaving Town Alive: Confessions of an Arts Warrior,"By Frohnmayer, John"," Political Science , General",4.99,5.0
589,A Show of Hands: Say It in Sign Language,"By Sullivan, Mary Beth and Bourke, Linda"," Juvenile Nonfiction , General",5.29,5.0
590,Silent Sons: A Book for and About Men,"By Ackerman, Robert J."," Psychology , General",4.99,5.0
591,Walker Evans: A Biography,"By Evans, Walker and Rathbone, Belinda"," Biography & Autobiography , Artists, Architects, Photographers",5.29,5.0
592,"Meteorology today: An introduction to weather, climate, and the environment","By Ahrens, C. Donald",,7.35,5.0
593,"Contest for a Capital: George Washington, Robert Morris, and Congress, 1783-1791, Contenders : Dramatized Events of America's Founding Years","By Loftin, T. L. and Zarambouka, Sofia (ILT)"," History , General",4.99,5.0
594,Americas Glorious Quilts,"By Duke, Dennis",,10.56,5.0
595,Cars 1886-1930,"By Georgano, G. N."," Science , General",7.67,5.0
596,Dr Jekyll and Mr Hyde and Weir of Hermiston (Oxford World's Classics),"By Stevenson, Robert Louis and Letley, Emma"," Young Adult Fiction , Horror",5.29,5.0
597,Spirited Americans: A Commentary on America's Optimists-From the Puritans to the Cybr-Century,"By Jeffcoat, A. E."," History , United States , General",4.99,5.0
598,What Went Wrong?: Western Impact and Middle Eastern Response,"By Lewis, Bernard"," History , Middle East , General",8.79,5.0
599,Lessons from the Fairway: Inspirational Stories from the Fairway for the Yound and Old Alike!,"By Fisher, R. McKenzie"," Religion , Christian Life , General",4.99,5.0
600,Your Sacred Self,"By Dyer, Wayne W."," Religion , General",4.99,5.0
601,The World's Whales: The Complete Illustrated Guide,"By Balcomb, Kenneth C., Foster, Larry, and Minasian, Stanley M."," Science , General",10.99,5.0
602,Taming and Training Conures,"By Teitler, Risa"," Technology & Engineering , General",5.29,5.0
603,In the Footsteps of Gandhi: Conversations With Spiritual Social Activists,"By Ingram, Catherine and Gandhi, Ramchandra (FRW)"," Philosophy , History & Surveys , General",5.29,5.0
604,"Is Sex Necessary?: Or, Why You Feel the Way You Do","By White, E. B. and Thurber, James"," Humor , General",5.29,5.0
605,"Dark windows,","By McDaniel, Weston Owen",,23.79,5.0
606,The bedside book of Martin Buxbaum,"By Buxbaum, Martin",,24.13,5.0
607,The Winemaker's Year: Four Seasons in Bordeaux,"By Buller, Michael",,10.99,5.0
608,Balancing Acts,"By Hoagland, Edward"," Nature , Essays",4.99,5.0
609,Sacred Stories: A Celebration of the Power of Story to Transform and Heal,"By Simpkinson, Charles (EDT) and Simpkinson, Anne (EDT)"," Religion , General",4.99,5.0
610,Zen Lessons: The Art of Leadership,By Thomas Translated by Cleary,,4.99,5.0
611,Stencil Source Book 2: Over 200 New Designs,"By Meehan, Patricia"," Crafts & Hobbies , Stenciling",8.79,5.0
612,Cities Then & Now,"By Antoniou, Jim",,6.0,5.0
613,Gardens of the World: The Art and Practice of Gardening,"By Hobhouse, Penelope and McDonald, Elvin (CON)"," Gardening , General",7.09,5.0
614,Brass,"By Walsh, Helen"," Fiction , Literary",4.99,5.0
615,REASONABLE DOUBTS: The O.J. Simpson Case and the Criminal Justice System,"By Dershowitz, Alan M."," Law , General",5.29,5.0
616,The Lives of the Muses: Nine Women & the Artists They Inspired,"By Prose, Francine"," Art , General",4.99,5.0
617,"Frederic Remington: Paintings, Drawings, and Sculpture in the Amon Carter Museum and the Sid W. Richardson Foundation Collections",By Peter H. Hassrick,,4.99,5.0
618,The Civil War Trust's Official Guide to the Civil War Discovery Trail,"By Braselton, Susan Collier (EDT), Civil War Trust (U. S.) (EDT), Andrews, Edgar M. (EDT), Birkhead, Paul J. (EDT), Fix, Julie K. (EDT), Gruber, Elliot H. (EDT), and McMahon, Danielle V. (EDT)"," Travel , United States , General",5.29,5.0
619,Pilgrim: A Novel,"By Findley, Timothy"," Fiction , General",5.29,5.0
620,Soup Suppers: More Than 100 Main-Course Soups and 40 Accompaniments,"By Schwartz, Arthur"," Cooking , Courses & Dishes , Soups & Stews",4.99,5.0
621,The Big Bands Trivia Quiz Book,"By Simon, George"," Music , General",5.29,5.0
622,The American Style of Foreign Policy: Cultural Politics and Foreign Affairs,"By Dallek, Robert"," Political Science , International Relations , General",5.29,5.0
623,D.H. Lawrence: The Story of a Marriage,"By Maddox, Brenda"," Literary Criticism , European , English, Irish, Scottish, Welsh",6.32,5.0
624,The Illustrated Almanac of Historical Facts: From the Dawn of the Christian Era to the New World Order,"By Stewart, Robert"," Reference , General",6.24,5.0
625,Notable American Women: A Biographical Dictionary: Notable American Women: The Modern Period: A Biographical Dictionary (Notable American Women) (Volume 4),"By Sicherman, Barbara (EDT) and Green, Carol Hurd (EDT)"," Biography & Autobiography , Reference",8.79,5.0
626,Ashes of Glory: Richmond at War,"By Furgurson, Ernest B."," History , United States , Civil War Period (1850-1877)",29.96,5.0
627,Orthopedic Disorders (Mosby's Clinical Nursing Series),"By Mourad, Leona A."," Medical , General",10.99,5.0
628,"God's Masterwork: A Concerto in Sixty-Six Movements : Ezra Through Daniel (Swindoll Bible Study Guides , Part 2)","By Swindoll, Charles R."," Music , Religious , Christian",4.99,5.0
629,"In Buddha's Kitchen : Cooking, Being Cooked, and Other Adventures at a Meditation Center","By Snow, Kimberley"," Religion , Buddhism , General",4.99,5.0
630,Crossing Over: The Stories Behind the Stories,"By Edward, John"," Body, Mind & Spirit , Parapsychology , ESP (Clairvoyance, Precognition, Telepathy)",13.48,5.0
631,Business Law: Text and Cases,"By Allison, John R., Howell, Rate A., and Prentice, Robert A."," Law , General",9.77,5.0
632,Sea Otters: A Natural History and Guide,"By Nickerson, Roy"," Nature , General",19.25,5.0
633,Becoming satisfied: A man's guide to sexual fulfillment (A Spectrum book),"By Nowinski, Joseph",,6.64,5.0
634,Marketing,"By Keegan, Warren J., Moriarty, Sandra, Duncan, Tom",,8.03,5.0
635,The New Yorker Cartoon Album 1975-1985,By The New Yorker," Humor , Form , Comic Strips & Cartoons",4.99,5.0
636,We Are America,"By Joy, Anna"," Reference , General",10.99,5.0
637,Dr. Nancy Snyderman's Guide to Health: For Women over Forty,"By Blackstone, Margaret and Snyderman, Nancy L., M.D."," Health & Fitness , Women's Health",5.53,5.0
638,Unravelling,"By Graver, Elizabeth"," Fiction , Historical",4.99,5.0
639,An Obedient Father,"By Sharma, Akhil"," Fiction , Sagas",5.29,5.0
640,Like the Red Panda,"By Seigel, Andrea"," Fiction , General",4.99,5.0
641,East Asia: From Chinese Predominance to the Rise of the Pacific Rim,"By Cotterell, Arthur"," Health & Fitness , Diet & Nutrition , Nutrition",4.89,5.0
642,Hamlet's Mother and Other Women,"By Heilbrun, Carolyn G."," Literary Collections , Essays",10.99,5.0
643,The Book of Intimate Grammar,"By Grossman, David and Rosenberg, Betsy (TRN)"," Fiction , Literary",5.29,5.0
644,Sunset Recipe Annual 1995,By Sunset Books," House & Home , General",6.18,4.0
645,Ritalin Nation: Rapid-Fire Culture and the Transformation of Human Consciousness,"By Degrandpre, Richard J."," Medical , Psychiatry , Child & Adolescent",5.29,4.0
646,"Ashes to Ashes: America's Hundred-Year Cigarette War, the Public Health, and the Unabashed Triumph of Philip Morris","By Kluger, Richard"," Business & Economics , General",10.99,4.0
647,"Recyclopedia: Games, Science Equipment, and Crafts from Recycled Materials","By Simons, Robin"," Juvenile Nonfiction , Technology , General",4.99,4.0
648,The Survival Factor,"By Birkhead, Mike and Birkhead, Tim"," Science , General",10.99,4.0
649,First and last love,"By Sheean, Vincent",,23.11,4.0
650,Greek Mythology (An Encyclopedia Of Myth And Legend),"By Stoneman, Richard",,5.29,4.0
651,World of Our Fathers: The Journey of The Eastern European Jews to America,"By Libo, Kenneth and Howe, Irving"," Social Science , General",5.19,4.0
652,Dance Of A Fallen Monk: The Twists And Turns Of A Spiritual Life,"By Fowler, George"," Biography & Autobiography , Religious",5.29,4.0
653,Intervention and Reflection: Basic Issues in Medical Ethics (Philosophy),"By Munson, Ronald and Hoffman, Christopher A."," Medical , Ethics",5.58,4.0
654,Politics of Latin American Development,By Wynia," Political Science , Public Policy , Economic Policy",5.29,4.0
655,Ronald Reagan: His Life In Pictures,"By Spada, James"," Biography & Autobiography , Presidents & Heads of State",8.79,4.0
656,Custer Story,By Rh Value Publishing,,5.64,4.0
657,150 Years of Photo Journalism,"By Yapp, Nick",,7.2,4.0
658,Deadlock: The Inside Story of America's Closest Election,"By Nakashima, Ellen"," Political Science , General",4.99,4.0
659,Truman,"By McCullough, David"," Biography & Autobiography , Presidents & Heads of State",6.87,4.0
660,Crafts of Israel,"By DAYAN, Ruth and Feinberg, Willie",,8.79,4.0
661,"Understanding the Chesapeake, a Layman's Guide,","By Sherwood, Arthur W."," Science , General",4.99,4.0
662,Alistair Cooke's America,"By Cooke, Alistair"," History , United States , General",7.06,4.0
663,The Purpose Driven Life Journal,"By Warren, Rick",,4.99,4.0
664,Going Bridal: How to Get Married Without Losing Your Mind,"By Robbins, Li"," Reference , Weddings",5.29,4.0
665,Incidents in the Life of a Slave Girl,"By Jacobs, Harriet, Child, Lydia Maria Francis, and Brent, L."," Biography & Autobiography , Cultural Heritage",5.29,4.0
666,Human Resource Management,"By Mathis, Robert L. and Jackson, John H.",,7.62,4.0
667,Plumage,"By Springer, Nancy"," Fiction , General",5.37,4.0
668,The Fundamentals of Play: A Novel,"By Macy, Caitlin"," Fiction , Urban",5.29,4.0
669,Improvised Europeans: American Literary Expatriates In London,"By Zwerdling, Alex"," Literary Criticism , American , General",5.7,4.0
670,Forever Beautiful With Rex: Makeup Strategies for the Rest of Your Life,"By Jewell, Diana Lewis, Rex (ILT), and Rex",,6.0,4.0
671,"Best Places to Stay in the Caribbean, Sixth Edition","By Jamison, Cheryl Alters, Jamison, Bill, and Shaw, Bruce"," Travel , Caribbean & West Indies",4.99,4.0
672,Solve Your Child's Sleep Problems,"By Ferber, Richard"," Family & Relationships , Parenting , General",4.99,4.0
673,All Japan: The Catalogue of Everything Japanese,"By Dalby, Liza",,10.99,4.0
674,The World Of Biblical Literature,"By Alter, Robert"," Religion , General",5.29,4.0
675,Geography and Development: A World Regional Approach,By FISHER,,7.74,4.0
676,Dissection of the Fetal Pig,"By Walker, Warren F.",,5.29,4.0
677,Search for Spring,"By Miller, Moira and Deuchar, Ian (ILT)",,4.99,4.0
678,Death bed: A detective story,"By Greenleaf, Stephen",,5.29,4.0
679,Caring and Coping When Your Loved One is Seriously Ill,"By Grollman, Earl A."," Self-help , Personal Growth , General",5.29,4.0
680,Voice Lessons: On Becoming a (Woman) Writer,"By Mairs, Nancy"," Literary Criticism , General",5.29,4.0
681,The New Face of Terrorism: Threats from Weapons of Mass Destruction,"By Cole, Benjamin and Gurr, Nadine"," Social Science , Criminology",5.29,4.0
682,"The Rich Are Different: A Priceless Treasury of Quotations and Anecdotes About the Affluent, the Posh, a nd the Just Plain Loaded","By Winokur, Jon (EDT)"," Humor , Form , Parodies",5.29,4.0
683,Mensa Presents Number Puzzles for Math Geniuses: 200 Fiendish and Intriguing Mind Games,"By Gale, Harold"," Games , Puzzles",5.29,4.0
684,Nine Innings,"By Okrent, Daniel"," Sports & Recreation , Baseball , Essays & Writings",4.99,4.0
685,Real Lace: America's Irish Rich,"By Birmingham, Stephen",,8.79,4.0
686,Call To Home: African Americans Reclaim The Rural South,"By Stack, Carol B."," Social Science , Ethnic Studies , African American Studies",5.29,4.0
687,The Ordinary Seaman,"By Goldman, Francisco and Golman, Francisco"," Fiction , General",4.99,4.0
688,"Taking on the World: Joseph and Stewart Alsop, Guardians of the American Century","By Merry, Robert W."," Biography & Autobiography , General",4.99,4.0
689,"Born to Rebel: Birth Order, Family Dynamics, and Creative Lives","By Sulloway, Frank J."," Psychology , Applied Psychology",8.79,4.0
690,The Monitor Chronicles : One Sailor's Account : Today's Campaign to Recover the Civil War Wreck,"By Mariners' Museum (Newport News, Va.) (COR), Geer, George S. (EDT), and Marvel, William (EDT)"," History , Military , Naval",19.7,4.0
691,Fire in My Soul,"By Lester, Joan Steinau and Norton, Eleanor Holmes"," Biography & Autobiography , Political",5.53,3.0
692,Maryland Wits and Baltimore Bards: A Literary History with Notes on Washington Writers (Maryland Paperback Bookshelf),"By Shivers, Frank R."," History , United States , State & Local , Middle Atlantic (DC, DE, MD, NJ, NY, PA)",4.99,3.0
693,War Babies,"By Busch, Frederick"," Comics & Graphic Novels , General",4.99,3.0
694,How to Plant and Grow Annuals (How to Plant and Grow Series),"By Reilly, Ann",,4.99,3.0
695,A Skeleton in God's Closet,"By Maier, Paul L."," Fiction , Religious",4.99,3.0
696,Words & Quilts: A Selection of Quilt Poems,"By Mitchell, Felicia (EDT)"," Poetry , General",5.41,3.0
697,Home beermaking: The complete beginner's guidebook,"By Moore, William",,4.99,3.0
698,"We Should Be So Lucky : Love, Sex, Food, and Fun After Forty from the Diva of QVC","By Levine, Kathy, Scovell, Jane, and Appleton, Amy Sarah"," Family & Relationships , General",5.29,3.0
699,"The Order of Things: Hierarchies, Structures, and Pecking Orders","By Kuklin, Susan"," Young Adult Nonfiction , General",6.48,3.0
700,Dining with the Duchess: Making Everyday Meals a Special Occasion,"By York, Sarah Mountbatten-Windsor, Duchess of"," Cooking , Health & Healing , General",4.99,3.0
701,Introductory Linear Algebra With Applications,"By Kolman, Bernard and Hill, David R.",,7.0,3.0
702,The search for Peking man,"By Janus, Christopher G.",,5.29,3.0
703,Intimate Matters: A History of Sexuality in America,"By Freedman, Estelle B. and D'Emilio, John"," Social Science , Sociology , General",6.18,3.0
704,Hollywood vs. America: The Explosive Bestseller that Shows How-and Why-the Entertainment Industry Has Broken Faith With Its Audience,"By Medved, Michael"," Social Science , Popular Culture",5.29,3.0
705,Shaken Not Stirred,"By Miller, Anistatia R. and Brown, Jared M."," Cooking , Beverages , Bartending",4.99,3.0
706,Henry Adams,"By Blackmur, R. P",,5.88,3.0
707,A Hole in the Earth,"By Bausch, Robert"," Fiction , Sagas",6.07,3.0
708,You Say You Want a Revolution : A Story of Information Age Politics,"By Hundt, Reed E."," Political Science , Public Affairs & Administration",5.0,3.0
709,Kayaking: Whitewater and Touring Basics (A Trailside Guide),"By Krauzer, Steven M."," Sports & Recreation , Kayaking",5.29,3.0
710,My Country: The Story of Modern Israel,"By Eban, Abba Solomon",,10.99,3.0
711,Praying God's Will For Your Life: A Prayerful Walk To Spiritual Well Being,"By Omartian, Stormie"," Religion , Christian Living , Prayer",5.19,3.0
712,The Good Black,"By Barrett, Paul M."," Law , Discrimination",5.29,3.0
713,"An Inquiry Concerning Human Understanding: With a Supplement, An Abstract of a Treatise of Human Nature",By David Hume,,5.29,3.0
714,The Unfinished Constitution: Philosophy and Constitutional Practice,"By Arthur, John"," Social Science , General",10.99,3.0
715,"PARKER'S WINE BUYER'S GUIDE, 5TH EDITION : Complete, Easy-to-Use Reference on Recent Vintages, Prices, and Ratings for More Than 8,000 Wines from All the Major Wine Regions","By Parker, Robert M., Jr."," Cooking , Reference",9.89,3.0
716,Artificial Intelligence: How Machines Think,"By Peat, F. David",,5.95,3.0
717,Communications and Networking for the IBM PC and Compatibles,"By Jordan, Larry E",,6.6,3.0
718,The Macmillan Visual Desk Reference,By Diagram Group,,7.93,3.0
719,The standard wine cook book,"By Director, Anne",,4.99,3.0
720,"Tales Of Passion, Tales Of Woe","By Gulland, Sandra"," Fiction , Historical , General",5.29,3.0
721,Keeping Life Simple: 380 Tips & Ideas,"By Levine, Karen"," Self-help , Personal Growth , General",5.29,3.0
722,HOLLYWOOD HUSBANDS,"By Collins, Jackie"," Fiction , General",8.78,3.0
723,Raise Heaven and Earth: The Story of Martin Marietta People and Their Pioneering Achievements,"By Harwood, William B."," Business & Economics , General",8.79,3.0
724,"Learning disabilities, systemizing teaching and service delivery","By Sabatino, David A.,",,7.81,3.0
725,The Testament of Light,"By Bullett, Gerald",,4.99,3.0
726,The American Geriatrics Society's Complete Guide to Aging and Health: How We Age*Caring for Parents*Long-Term Care Choices*Wise Health Care Decisions* ... Care Financing*Analysis of Common Ailments,"By Williams, Mark E., M.D."," Health & Fitness , Health Care Issues",10.99,3.0
