BookID,Title,Star_rating,Price,Quantity
956,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87,1
957,Origins (Alphas 0.5),1,28.99,1
958,One Second (Seven #7),2,52.94,1
959,On the Road (Duluoz Legend),3,32.36,1
960,Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,1
961,Off Sides (Off #1),5,39.45,1
962,Of Mice and Men,2,47.11,1
963,Myriad (Prentor #1),4,58.75,1
964,My Perfect Mistake (Over the Top #1),2,38.92,1
965,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39,1
966,Meditations,2,25.89,1
967,Matilda,1,28.34,1
968,Lost Among the Living,4,27.7,1
969,Lord of the Flies,3,24.89,1
970,Listen to Me (Fusion #1),3,58.99,1
971,Kitchens of the Great Midwest,5,57.2,1
972,Jane Eyre,5,38.43,1
973,Imperfect Harmony,4,34.74,1
974,Icing (Aces Hockey #2),4,40.44,1
975,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24,1
976,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96,1
977,"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76,1
978,"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28,1
979,Frankenstein,2,38,1
980,Forever Rockers (The Rocker #12),3,28.8,1
981,Fighting Fate (Fighting #6),3,39.24,1
982,Emma,2,32.93,1
983,"Eat, Pray, Love",3,51.32,1
984,Deep Under (Walker Security #1),5,47.09,1
985,Choosing Our Religion: The Spiritual Lives of America's Nones,4,28.42,1
986,Charlie and the Chocolate Factory (Charlie Bucket #1),3,22.85,1
987,Charity's Cross (Charles Towne Belles #4),1,41.24,1
988,Bright Lines,5,39.07,1
989,Bridget Jones's Diary (Bridget Jones #1),1,29.82,1
990,Bounty (Colorado Mountain #7),4,37.26,1
991,Blood Defense (Samantha Brinkman #1),3,20.3,1
992,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,34.65,1
993,Beyond Good and Evil,1,43.38,1
994,Alice in Wonderland (Alice's Adventures in Wonderland #1),1,55.53,1
995,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,57.06,1
996,A Spy's Devotion (The Regency Spies of London #1),5,16.97,1
997,1st to Die (Women's Murder Club #1),1,53.98,1
998,"1,000 Places to See Before You Die",5,26.08,1
